point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de St-Pierre-des-Corps,47.38573,0.72505,265.0,446.038,1070.5,49.06
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Versailles-Chantiers,48.79557,2.13546,228.0,458.664,1100.8,50.45
Gare de Champagne-Ardenne,49.21164,3.98879,Gare de Aéropt-C-de-Gaulle-TGV,49.00402,2.57159,39.0,105.745,253.8,11.63
Gare de Champagne-Ardenne,49.21164,3.98879,Gare de Châlons-en-Champagne,48.95551,4.34895,23.5,38.731,93.0,4.26
Gare de Champagne-Ardenne,49.21164,3.98879,Gare de Lorraine-TGV,48.94779,6.16978,44.25,161.58,387.8,17.77
Gare de Champagne-Ardenne,49.21164,3.98879,Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,35.88,95.759,229.8,10.53
Gare de Champagne-Ardenne,49.21164,3.98879,Gare de Metz-Ville,49.10979,6.1772,52.5,159.577,383.0,17.55
Gare de Champagne-Ardenne,49.21164,3.98879,Gare de Meuse-TGV,48.97849,5.27105,31.0,96.925,232.6,10.66
Gare de Champagne-Ardenne,49.21164,3.98879,Gare de Nancy-Ville,48.68978,6.17427,61.43,169.858,407.7,18.68
Gare de Champagne-Ardenne,49.21164,3.98879,Gare de Paris-Est,48.87657,2.35915,45.67,124.52,298.8,13.7
Gare de Charleville-Mézières,49.76742,4.72485,Gare de Rethel,49.50457,4.37028,35.8,38.822,93.2,4.27
Gare de Charleville-Mézières,49.76742,4.72485,Gare de Sedan,49.69486,4.92999,24.5,16.813,40.4,1.85
Gare de Chatellerault,46.81856,0.54922,Gare de Futuroscope,46.66985,0.3772,14.0,21.107,50.7,2.32
Gare de Chatellerault,46.81856,0.54922,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,81.75,260.882,626.1,28.7
Gare de Chatellerault,46.81856,0.54922,Gare de Poitiers,46.58218,0.33308,19.0,31.034,74.5,3.41
Gare de Chatellerault,46.81856,0.54922,Gare de St-Pierre-des-Corps,47.38573,0.72505,33.5,64.475,154.7,7.09
Gare de Cherbourg,49.6335,-1.62147,Gare de Valognes,49.50539,-1.48032,20.0,17.514,42.0,1.93
Gare de Châlons-en-Champagne,48.95551,4.34895,Gare de Champagne-Ardenne,49.21164,3.98879,21.33,38.731,93.0,4.26
Gare de Châlons-en-Champagne,48.95551,4.34895,Gare de Vitry-le-François,48.71773,4.58723,22.5,31.683,76.0,3.49
Gare de Cluses (Hte-Savoie),46.06142,6.58268,Gare de Annemasse,46.19923,6.23639,54.88,30.782,73.9,3.39
Gare de Cluses (Hte-Savoie),46.06142,6.58268,Gare de Massy-TGV,48.72603,2.26157,327.0,439.995,1056.0,48.4
Gare de Cluses (Hte-Savoie),46.06142,6.58268,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,307.67,442.685,1062.4,48.7
Gare de Cluses (Hte-Savoie),46.06142,6.58268,Gare de Sallanches-Comb.Megève,45.93567,6.63647,19.12,14.592,35.0,1.61
Gare de Colmar,48.07315,7.34708,Gare de Mulhouse,47.7418,7.34285,26.5,36.858,88.5,4.05
Gare de Colmar,48.07315,7.34708,Gare de Strasbourg,48.58517,7.73397,29.62,63.734,153.0,7.01
Gare de Colmar,48.07315,7.34708,Gare de Sélestat,48.25964,7.4421,10.5,21.908,52.6,2.41
Gare de Creusot - TGV (le),46.76531,4.49939,Gare de Lyon-Part-Dieu,45.76059,4.85944,41.6,115.134,276.3,12.66
Gare de Creusot - TGV (le),46.76531,4.49939,Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,78.0,266.952,640.7,29.36
Gare de Creusot - TGV (le),46.76531,4.49939,Gare de Mâcon-Loché-TGV,46.2829,4.77895,21.0,57.767,138.6,6.35
Gare de Creusot - TGV (le),46.76531,4.49939,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,87.71,280.566,673.4,30.86
Gare de Croix Wasquehal,50.67855,3.13809,Gare de Lille Flandres,50.6362,3.07102,10.5,6.675,16.0,0.73
Gare de Croix Wasquehal,50.67855,3.13809,Gare de Roubaix,50.69535,3.16302,5.0,2.565,6.2,0.28
Gare de Dax,43.72067,-1.05032,Gare de Bayonne,43.49676,-1.4704,34.2,42.01,100.8,4.62
Gare de Dax,43.72067,-1.05032,Gare de Bordeaux-St-Jean,44.82654,-0.55619,77.5,129.147,310.0,14.21
Gare de Dax,43.72067,-1.05032,Gare de Orthez,43.4841,-0.76762,33.5,34.798,83.5,3.83
Gare de Dax,43.72067,-1.05032,Gare de Pau,43.29167,-0.36965,52.33,72.749,174.6,8.0
