point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Frouard,48.75552,6.14425,Gare de Pompey,48.77324,6.13067,2.85,2.21,65.6,0.18
Gare de Dieulouard,48.8437,6.07167,Gare de Pont-à-Mousson,48.90028,6.0508,5.7,6.481,192.5,0.52
Gare de Goxwiller,48.43259,7.4787,Gare de Gertwiller,48.41329,7.46591,3.3,2.347,69.7,0.19
Gare de Gertwiller,48.41329,7.46591,Gare de Barr,48.40305,7.45691,2.22,1.32,39.2,0.11
Gare de Biganos-Facture,44.63748,-0.96602,Gare de Pessac,44.8046,-0.63175,16.48,32.328,960.1,2.59
Gare de St-Geniès-de-Malgoirès,43.95054,4.21511,Gare de Alès,44.12813,4.08478,15.22,22.351,663.8,1.79
Gare de Brioude,45.30066,3.37867,Gare de Arvant,45.36538,3.31049,9.82,8.965,266.3,0.72
Gare de Pontchaillou,48.11833,-1.6918,Gare de Rennes,48.10352,-1.67233,5.15,2.194,65.2,0.18
Gare de Obernai,48.46233,7.48902,Gare de Goxwiller,48.43259,7.4787,3.82,3.397,100.9,0.27
Ramberv. Ancienne Gare,48.34063,6.63485,Rambervillers Pl Verdun,48.34703,6.63575,1.5,0.716,21.3,0.06
Rambervillers Pl Verdun,48.34703,6.63575,Rambervillers (Lunev.),48.352,6.63179,1.92,0.626,18.6,0.05
St-Pierremont,48.4375,6.57638,Magnières,48.44563,6.56594,2.0,1.189,35.3,0.1
Magnières,48.44563,6.56594,Magnières (Lotissement),48.44956,6.56369,1.22,0.468,13.9,0.04
Gerbeviller-Foch,48.50222,6.5103,Xermaménil,48.53324,6.46125,4.96,5.0,148.5,0.4
Rehainviller Centre,48.5626,6.47,Gare de Lunéville,48.58799,6.49703,5.96,3.457,102.7,0.28
Loches-Agnès-Sorel,47.12533,0.99352,Gare de Loches,47.1304,1.00097,2.88,0.798,23.7,0.06
Gare de Vic-Mireval,43.50097,3.79958,Gare de Villeneuve-les-Maguel.,43.54345,3.84971,4.5,6.224,184.9,0.5
Gare de Villeneuve-les-Maguel.,43.54345,3.84971,Gare de Montpellier-Saint-Roch,43.60583,3.88236,5.75,7.426,220.6,0.59
Gare de St-Césaire,43.8133,4.32767,Gare de Nîmes,43.83229,4.36584,5.6,3.724,110.6,0.3
Berthelming-Mairie,48.81624,7.00666,Romelfing-Rue-Europe,48.83193,7.02069,1.48,2.027,60.2,0.16
Romelfing-Rue-Europe,48.83193,7.02069,Fénétrange (Gendarm.),48.84429,7.01986,1.95,1.377,40.9,0.11
Azay-Rivieres,47.20921,0.94616,Reignac-Bourg-Du-Fau,47.22718,0.9154,3.23,3.068,91.1,0.25
Courcay-Rouvre,47.23789,0.86644,Gare de Cormery,47.26235,0.83382,5.04,3.673,109.1,0.29
Gare de Courthézon,44.09,4.88818,Gare de Orange,44.13731,4.8195,5.64,7.607,225.9,0.61
Gare de Mâcon-Ville,46.30266,4.82515,Gare de Belleville-sur-Saône,46.11194,4.729,13.33,22.485,667.8,1.8
Gare de Belleville-sur-Saône,46.11194,4.729,Gare de Villefranche-sur-Saône,45.98444,4.72081,8.83,14.207,421.9,1.14
Gare de Virieu-sur-Bourbre,45.48477,5.47545,Gare de St-André-le-Gaz,45.54451,5.52429,12.52,7.664,227.6,0.61
Gare de Voiron,45.364,5.59491,Gare de Réaumont-St-Cassien,45.3688,5.53486,5.43,4.727,140.4,0.38
Gare de Réaumont-St-Cassien,45.3688,5.53486,Gare de Rives,45.3576,5.4919,4.61,3.584,106.4,0.29
Gare de Blainville-Damelevières,48.56491,6.38672,Gare de Mont-sur-Meurthe,48.55995,6.44984,3.95,4.683,139.1,0.37
Gare de Mont-sur-Meurthe,48.55995,6.44984,Gare de Lunéville,48.58799,6.49703,4.05,4.672,138.8,0.37
Gare de Givors-Ville,45.58495,4.76608,Gare de Rive-de-Gier,45.52434,4.60636,11.38,14.16,420.6,1.13
Gare de Vitry-le-François,48.71773,4.58723,Gare de St-Dizier,48.64281,4.94719,23.19,27.74,823.9,2.22
Gare de Clermont-de-l'Oise,49.38534,2.4172,Gare de Liancourt-Rantigny,49.32476,2.4453,5.38,7.045,209.2,0.56
Gare de Liancourt-Rantigny,49.32476,2.4453,Gare de Laigneville,49.29266,2.44943,3.21,3.586,106.5,0.29
Gare de Laigneville,49.29266,2.44943,Gare de Creil,49.26377,2.46918,3.96,3.521,104.6,0.28
Gare de Duppigheim,48.54407,7.58709,Gare de Duttlenheim-Ernolsheim-,48.5456,7.56565,2.7,1.589,47.2,0.13
Gare de Duttlenheim-Ernolsheim-,48.5456,7.56565,Gare de Dachstein,48.54292,7.53321,3.25,2.409,71.5,0.19
Gare de Thionville,49.35392,6.16885,Gare de Uckange,49.30333,6.15658,5.67,5.701,169.3,0.46
Gare de Uckange,49.30333,6.15658,Gare de Hagondange,49.25381,6.1644,4.58,5.542,164.6,0.44
Gare de Belfort-Ville,47.63245,6.85392,Gare de Héricourt,47.57322,6.76941,8.04,9.149,271.7,0.73
Gare de Héricourt,47.57322,6.76941,Gare de Montbéliard-Ville,47.51054,6.80131,5.79,7.378,219.1,0.59
Gare de Toul,48.67904,5.88058,Gare de Commercy,48.76587,5.58888,19.42,23.501,698.0,1.88
Gare de Bléré-la-Croix,47.33772,0.98774,Gare de St-Pierre-des-Corps,47.38573,0.72505,13.88,20.516,609.3,1.64
Gare de Thaon,48.24468,6.41632,Gare de Epinal,48.17808,6.44156,7.75,7.646,227.1,0.61
Gare de Niversac,45.13819,0.80813,Gare de Périgueux,45.18716,0.70718,9.36,9.618,285.7,0.77
Gare de Fourchambault,47.01923,3.0873,Gare de Pougues-les-Eaux,47.07698,3.09382,7.14,6.448,191.5,0.52
Gare de St-Avold,49.0857,6.72072,Gare de Faulquemont,49.04534,6.60366,7.57,9.648,286.5,0.77
Gare de Vannes,47.66532,-2.75252,Gare de Questembert,47.68313,-2.44967,12.76,22.786,676.7,1.82
Gare de Bonneville,46.07771,6.41648,Gare de Marignier,46.08879,6.50781,6.09,7.159,212.6,0.57
Gare de Marignier,46.08879,6.50781,Gare de Cluses (Hte-Savoie),46.06142,6.58268,5.74,6.535,194.1,0.52
Gare de Angoulême,45.65393,0.16453,Gare de Châteauneuf/Charente,45.59997,-0.05021,24.35,17.763,527.6,1.42
Gare de Châteauneuf/Charente,45.59997,-0.05021,Gare de Jarnac-Charente,45.67129,-0.17792,15.26,12.722,377.8,1.02
Gare de Colmar,48.07315,7.34708,Gare de Colmar-St-Joseph,48.08211,7.34377,2.12,1.027,30.5,0.08
Gare de Alès,44.12813,4.08478,Gare de Grand-Combe-la-Pise,44.20995,4.03347,15.36,9.987,296.6,0.8
Gare de Benfeld,48.3738,7.58437,Gare de Erstein,48.42287,7.63813,5.56,6.755,200.6,0.54
Gare de Surgères,46.11342,-0.76213,Gare de Mauzé,46.19969,-0.6736,7.48,11.782,349.9,0.94
Gare de Lusignan,46.435,0.11576,Gare de Poitiers,46.58218,0.33308,16.0,23.359,693.8,1.87
Gare de Versailles-Chantiers,48.79557,2.13546,Gare de Rambouillet,48.64379,1.8312,18.95,28.014,832.0,2.24
Gare de St-Lô,49.11589,-1.10109,Gare de Lison,49.22705,-1.05028,13.79,12.915,383.6,1.03
Gare de Monaco-Monte-Carlo,43.73848,7.41967,Gare de Cap-d'Ail,43.7206,7.39444,3.41,2.843,84.4,0.23
Gare de Cap-d'Ail,43.7206,7.39444,Gare de Eze,43.72233,7.35699,3.82,3.019,89.7,0.24
Gare de Eze,43.72233,7.35699,Gare de Beaulieu-sur-Mer,43.70667,7.33157,3.27,2.687,79.8,0.21
Bridore-St-Martin,47.05963,1.08385,Verneuil-Laiterie,47.07647,1.05829,2.0,2.696,80.1,0.22
Verneuil-Laiterie,47.07647,1.05829,St-Jean-St-Germain-Hote,47.08265,1.03585,1.0,1.835,54.5,0.15
St-Jean-St-Germain-Hote,47.08265,1.03585,Perrusson,47.10118,1.01402,3.2,2.644,78.5,0.21
Gare de Frontignan,43.44459,3.75901,Gare de Vic-Mireval,43.50097,3.79958,4.43,7.08,210.3,0.57
Gare de Châteaudun,48.07335,1.3381,Gare de Bonneval,48.18629,1.38612,12.92,13.069,388.1,1.05
Gare de Aurillac,44.92099,2.43555,Gare de Laroquebrou,44.9642,2.19284,22.91,19.719,585.7,1.58
Gare de Laroquebrou,44.9642,2.19284,Gare de Laval-de-Cère,44.95129,1.93141,29.67,20.643,613.1,1.65
Gare de Laval-de-Cère,44.95129,1.93141,Gare de Bretenoux-Biars,44.92757,1.8442,9.48,7.362,218.7,0.59
Gare de Dijon-Ville,47.3234,5.02728,Gare de Les Laumes-Alésia,47.54332,4.46287,29.46,49.046,1456.7,3.92
Gare de Charmes (Vosges),48.37866,6.3013,Gare de Bayon,48.46805,6.3229,7.86,10.078,299.3,0.81
Gare de Chalon-sur-Saône,46.78157,4.84349,Gare de Chagny,46.90743,4.74965,9.65,15.727,467.1,1.26
Mirecourt (Lycée Agric),48.2936,6.13211,Mirecourt,48.29923,6.12935,2.64,0.659,19.6,0.05
Sarraltroff-Gare-SNCF,48.77007,7.06577,Sarraltroff (Mairie),48.77306,7.06199,1.0,0.433,12.9,0.03
Oberstinzel-Rue-Princip,48.79286,7.03467,Bettborn-Grand-Rue,48.80133,7.02067,2.1,1.394,41.4,0.11
Bettborn-Grand-Rue,48.80133,7.02067,Berthelming-Principale,48.81863,7.00888,1.95,2.111,62.7,0.17
Berthelming-Principale,48.81863,7.00888,Berthelming-Mairie,48.81624,7.00666,1.35,0.312,9.3,0.02
Gare de Thenon,45.16007,1.06862,Gare de Condat-le-Lardin,45.12672,1.22665,9.0,12.951,384.6,1.04
Truyes-Chapelle,47.27528,0.83055,Chambray-CHR-Trousseau,47.34777,0.71,14.7,12.161,361.2,0.97
Ste-Marie-/-Ms-S.Techni,48.25224,7.19501,Ste-Marie-/-Ms-(Musées),48.24888,7.18833,1.0,0.621,18.4,0.05
Ste-Marie-/-Ms-(Musées),48.24888,7.18833,Ste-Marie-/-Mines-Maire,48.24557,7.18224,1.92,0.583,17.3,0.05
Gare de Urmatt,48.52553,7.33827,Gare de Mullerhof,48.52474,7.31192,2.45,1.945,57.8,0.16
Gare de Mullerhof,48.52474,7.31192,Gare de Muhlbach-sur-Bruche-Lut,48.51762,7.29295,2.0,1.608,47.8,0.13
Gare de Liverdun,48.7494,6.06164,Gare de Toul,48.67904,5.88058,10.79,15.434,458.4,1.23
Gare de Gambsheim,48.69494,7.87892,Gare de Herrlisheim (Bas-Rhin),48.72752,7.91037,6.5,4.3,127.7,0.34
Gare de La Tour-du-Pin,45.56023,5.44955,Gare de Bourgoin-Jallieu,45.58397,5.27334,16.04,13.983,415.3,1.12
Gare de Cloyes,47.99217,1.24312,Gare de Châteaudun,48.07335,1.3381,14.1,11.474,340.8,0.92
Gare de Rive-de-Gier,45.52434,4.60636,Gare de St-Chamond,45.47252,4.51698,7.88,9.05,268.8,0.72
Gare de Cinq-Mars,47.34479,0.46008,Gare de Langeais,47.32394,0.41033,3.59,4.413,131.1,0.35
Gare de Port-Boulet,47.24853,0.15487,Gare de Saumur,47.26897,-0.07143,10.0,17.248,512.3,1.38
Gare de Etaples Le Touquet,50.51672,1.6425,Gare de Rang du Fl. Verton Ber.,50.41581,1.64808,10.95,11.24,333.8,0.9
Gare de L'Isle-sur-le-Doubs,47.44748,6.58143,Gare de Clerval,47.3966,6.49232,7.35,8.782,260.8,0.7
Gare de Clerval,47.3966,6.49232,Gare de Baume-les-Dames,47.35396,6.35967,11.62,11.069,328.7,0.89
Gare de Granville,48.83884,-1.58678,Gare de Folligny,48.82915,-1.4064,10.48,13.261,393.9,1.06
Gare de Aulnoye Aymeries,50.19733,3.84324,Gare de Le Quesnoy (Nord),50.25021,3.64551,11.14,15.263,453.3,1.22
Gare de Orchies,50.47705,3.24888,Gare de Templeuve,50.52868,3.1756,5.24,7.743,230.0,0.62
Gare de Poix-de-Picardie,49.7778,1.98983,Gare de Abancourt,49.68566,1.77418,21.26,18.6,552.4,1.49
Gare de Beaune,47.02304,4.84872,Gare de Dijon-Ville,47.3234,5.02728,18.73,36.062,1071.0,2.88
Gare de Nexon,45.69153,1.17843,Gare de Limoges-Bénédictins,45.83621,1.26745,14.77,17.526,520.5,1.4
Gare de Troyes,48.29607,4.06528,Gare de Romilly-sur-Seine,48.51417,3.72833,18.75,34.777,1032.9,2.78
Gare de Romilly-sur-Seine,48.51417,3.72833,Gare de Nogent-sur-Seine,48.49784,3.49371,10.3,17.399,516.8,1.39
Gare de Franois,47.22751,5.93727,Gare de Besançon-Viotte,47.24704,6.02191,5.81,6.756,200.7,0.54
Gare de Nancy-Ville,48.68978,6.17427,Gare de Champigneulles,48.73509,6.16905,6.17,5.058,150.2,0.4
Gare de Villeneuve-sur-Yonne,48.08494,3.28625,Gare de Etigny-Véron,48.13826,3.29017,5.44,5.943,176.5,0.48
Gare de Etigny-Véron,48.13826,3.29017,Gare de Sens,48.19804,3.26733,7.06,6.867,203.9,0.55
Gare de Villeneuve-la-Guyard,48.3429,3.07178,Gare de Montereau,48.37983,2.94291,7.5,10.38,308.3,0.83
Gare de Conflans-Jarny,49.16638,5.86824,Gare de Etain,49.20771,5.63948,18.25,17.268,512.9,1.38
Gare de Modane,45.19356,6.65918,Gare de St-Michel-Valloire,45.21725,6.47112,16.54,14.984,445.0,1.2
Gare de St-Michel-Valloire,45.21725,6.47112,Gare de St-Jean-de-Maurienne-A.,45.27784,6.3542,12.21,11.378,337.9,0.91
Gare de St-Jean-de-Maurienne-A.,45.27784,6.3542,Gare de St-Avre-la-Chambre,45.3531,6.30288,10.33,9.291,275.9,0.74
Gare de Lisle-sur-Tarn,43.85623,1.80774,Gare de Gaillac,43.90596,1.89482,7.25,8.914,264.7,0.71
Gare de Anse,45.93934,4.71974,Gare de Villefranche-sur-Saône,45.98444,4.72081,4.17,5.021,149.1,0.4
Gare de Auterive,43.34883,1.46862,Gare de Venerque-le-Vernet,43.43333,1.42587,7.68,10.022,297.7,0.8
Gare de Montmélian,45.50307,6.04312,Gare de Pontcharra-sur-Bréda,45.43404,6.00779,6.36,8.164,242.5,0.65
Gare de Grenoble,45.19146,5.71453,Gare de Voreppe,45.29038,5.63212,8.81,12.766,379.2,1.02
Gare de Lozanne,45.85414,4.68146,Gare de Chatillon-d'Azergues,45.87525,4.6452,6.08,3.664,108.8,0.29
Gare de Chatillon-d'Azergues,45.87525,4.6452,Gare de Chessy (Rhône),45.88554,4.6225,2.4,2.099,62.3,0.17
Gare de Bening,49.13808,6.82901,Gare de St-Avold,49.0857,6.72072,8.27,9.811,291.4,0.78
Gare de La Roche-sur-Foron,46.06767,6.30374,Gare de St-Pierre-en-Faucigny,46.05934,6.37578,5.84,5.641,167.5,0.45
Gare de St-Pierre-en-Faucigny,46.05934,6.37578,Gare de Bonneville,46.07771,6.41648,3.79,3.75,111.4,0.3
Gare de Pompey,48.77324,6.13067,Gare de Marbache,48.80115,6.10877,4.06,3.497,103.9,0.28
Gare de Munster,48.03825,7.13284,Gare de Luttenbach-près-Munster,48.03547,7.1191,1.95,1.068,31.7,0.09
Gare de Luttenbach-près-Munster,48.03547,7.1191,Gare de Breitenbach,48.02826,7.1036,1.9,1.406,41.8,0.11
Gare de Breitenbach,48.02826,7.1036,Gare de Muhlbach-sur-Munster,48.02458,7.08768,2.1,1.254,37.2,0.1
Gare de Muhlbach-sur-Munster,48.02458,7.08768,Gare de Metzeral,48.01359,7.07318,3.24,1.632,48.5,0.13
Gare de Chamborigaud,44.30045,3.97925,Gare de Génolhac,44.34802,3.95182,8.95,5.728,170.1,0.46
Gare de Auxerre-St-Gervais,47.79761,3.58514,Gare de Monéteau-Gurgy,47.85072,3.57995,6.47,5.925,176.0,0.47
Gare de Sens,48.19804,3.26733,Gare de Paris-Bercy,48.83921,2.3828,57.48,96.682,2871.5,7.73
Gare de St-Romain-le-Puy,45.55455,4.12077,Gare de Montbrison,45.60447,4.07822,10.59,6.471,192.2,0.52
Gare de Mauzé,46.19969,-0.6736,Gare de Niort,46.31935,-0.45439,11.62,21.496,638.4,1.72
Gare de Les Martres-de-Veyre,45.68817,3.1933,Gare de Le Cendre-Orcet,45.72382,3.18869,3.87,3.985,118.4,0.32
Gare de Strasbourg,48.58517,7.73397,Gare de Strasbourg-Roethig,48.56332,7.69485,4.58,3.771,112.0,0.3
Gare de Strasbourg-Roethig,48.56332,7.69485,Gare de Lingolsheim,48.55944,7.67859,1.62,1.273,37.8,0.1
Gare de St-Laurent-du-Var,43.66245,7.19447,Gare de Cros-de-Cagnes,43.66047,7.16711,2.65,2.214,65.8,0.18
Gare de Cros-de-Cagnes,43.66047,7.16711,Gare de Cagnes-sur-Mer,43.65769,7.14816,1.83,1.557,46.2,0.12
Gare de Labège-Innopole,43.54746,1.51296,Gare de Montaudran,43.57369,1.48024,3.81,3.936,116.9,0.31
Gare de Montaudran,43.57369,1.48024,Gare de Toulouse-Matabiau,43.61146,1.45356,4.62,4.723,140.3,0.38
Gare de Aime-la-Plagne,45.55437,6.64888,Gare de Moûtiers-Salins-Brides,45.48648,6.53138,16.14,11.879,352.8,0.95
Gare de St-Astier,45.13901,0.52282,Gare de Périgueux,45.18716,0.70718,11.0,15.431,458.3,1.23
Châteauroux-Crx-Perrine,46.81716,1.6832,Surins-Carref-RN143,46.82916,1.56443,13.0,9.145,271.6,0.73
Gare de Bretenoux-Biars,44.92757,1.8442,Gare de Puybrun,44.92172,1.78403,6.86,4.787,142.2,0.38
Gare de Puybrun,44.92172,1.78403,Gare de St-Denis-près-Martel,44.94579,1.66629,13.75,9.658,286.8,0.77
Gare de Mulhouse,47.7418,7.34285,Gare de Mulhouse-Dornach,47.74691,7.30853,3.92,2.631,78.1,0.21
Gare de Chagny,46.90743,4.74965,Gare de Beaune,47.02304,4.84872,9.0,14.908,442.8,1.19
Gare de Lille Flandres,50.6362,3.07102,Gare de Douai,50.37168,3.08996,20.79,29.476,875.4,2.36
Sarralbe Centre,49.00184,7.02975,Herbitzheim MSP,49.0129,7.08151,7.0,3.975,118.1,0.32
Sarraltroff (Mairie),48.77306,7.06199,Sarraltroff-Fénétrange,48.77715,7.05652,1.0,0.607,18.0,0.05
Sarraltroff-Fénétrange,48.77715,7.05652,Oberstinzel-Rue-Princip,48.79286,7.03467,3.07,2.372,70.4,0.19
Gare de Colmar,48.07315,7.34708,Gare de Sélestat,48.25964,7.4421,11.08,21.925,651.2,1.75
Reignac-Bourg-Du-Fau,47.22718,0.9154,Gare de Reignac,47.21779,0.90129,3.2,1.493,44.3,0.12
Gare de Reignac,47.21779,0.90129,Courcay-Rouvre,47.23789,0.86644,4.0,3.456,102.6,0.28
Gare de Nîmes Pont-du-Gard,43.81681,4.50768,Gare de Beaucaire,43.80216,4.64732,8.1,11.335,336.6,0.91
Gare de Beaucaire,43.80216,4.64732,Gare de Tarascon-sur-Rhône,43.80112,4.65724,1.9,0.805,23.9,0.06
Gare de Bédarrides,44.04076,4.89312,Gare de Courthézon,44.09,4.88818,4.13,5.495,163.2,0.44
Gare de Hoenheim-Tram,48.62823,7.75744,Gare de La Wantzenau,48.66508,7.82446,7.26,6.413,190.5,0.51
Gare de Brumath,48.73303,7.70043,Gare de Saverne,48.74478,7.36215,13.42,24.868,738.6,1.99
Gare de Saverne,48.74478,7.36215,Gare de Lutzelbourg,48.72986,7.2514,7.12,8.299,246.5,0.66
Gare de St-Chamond,45.47252,4.51698,Gare de St-Etienne-Châteaucreux,45.44338,4.4,8.81,9.693,287.9,0.78
Gare de Baccarat,48.45228,6.74406,Gare de Azerailles,48.49127,6.69614,5.05,5.599,166.3,0.45
Gare de Clelles-Mens,44.82725,5.60501,Gare de Monestier-de-Clermont,44.91202,5.63395,16.18,9.709,288.4,0.78
Gare de Grenoble,45.19146,5.71453,Gare de Echirolles,45.15272,5.71991,4.91,4.333,128.7,0.35
Gare de Echirolles,45.15272,5.71991,Gare de Grenoble U.-Gières,45.1849,5.78473,4.95,6.222,184.8,0.5
Gare de Entzheim-Aéroport,48.547,7.62795,Gare de Duppigheim,48.54407,7.58709,4.78,3.029,90.0,0.24
Gare de Verneuil-sur-Avre,48.74273,0.9292,Gare de Nonancourt,48.77575,1.1928,12.32,19.69,584.8,1.58
Gare de Nonancourt,48.77575,1.1928,Gare de Dreux,48.73148,1.37017,9.27,13.919,413.4,1.11
Gare de Meymac,45.53024,2.16388,Gare de Ussel,45.55733,2.31443,13.6,12.118,359.9,0.97
Gare de St-Roch (Somme),49.89342,2.28372,Gare de Poix-de-Picardie,49.7778,1.98983,23.54,24.716,734.1,1.98
Gare de Varennes-sur-Allier,46.31544,3.39416,Gare de St-Germain-des-Fossés,46.2091,3.43049,9.73,12.163,361.2,0.97
Gare de Troyes,48.29607,4.06528,Gare de Vendeuvre (Aube),48.24034,4.46719,20.6,30.42,903.5,2.43
Gare de Vendeuvre (Aube),48.24034,4.46719,Gare de Bar-sur-Aube,48.23855,4.70684,13.15,17.769,527.7,1.42
Gare de Bar-sur-Aube,48.23855,4.70684,Gare de Chaumont,48.10945,5.13445,22.86,34.845,1034.9,2.79
Gare de Culoz,45.84326,5.7787,Gare de Seyssel-Corbonod,45.96306,5.83149,10.19,13.949,414.3,1.12
Gare de Seyssel-Corbonod,45.96306,5.83149,Gare de Bellegarde-s-V. Gare,46.1097,5.82365,12.95,16.335,485.1,1.31
Gare de Champigneulles,48.73509,6.16905,Gare de Frouard,48.75552,6.14425,3.27,2.913,86.5,0.23
Gare de Sallanches-Comb.Megève,45.93567,6.63647,Gare de Cluses (Hte-Savoie),46.06142,6.58268,21.09,14.603,433.7,1.17
Gare de Hagondange,49.25381,6.1644,Gare de Rombas-Clouange,49.25604,6.09925,8.11,4.74,140.8,0.38
Gare de Septèmes,43.40311,5.37013,Gare de Simiane,43.43472,5.42601,8.57,5.727,170.1,0.46
Gare de Montreuil-Bellay,47.12533,-0.14804,Gare de Saumur,47.26897,-0.07143,18.67,17.007,505.1,1.36
Gare de St-Cyprien (24),44.86332,1.04372,Gare de Sarlat,44.87666,1.22206,15.33,14.148,420.2,1.13
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Bourg-en-Bresse,46.20013,5.21497,43.23,56.128,1667.0,4.49
Gare de Brive-la-Gaillarde,45.15256,1.52862,Gare de Aubazine-St-Hilaire,45.18176,1.64173,10.0,9.454,280.8,0.76
Gare de Avignon-Centre,43.94188,4.80526,Gare de Orange,44.13731,4.8195,15.69,21.785,647.0,1.74
Gare de Vienne,45.52121,4.87431,Gare de Lyon-Jean-Macé,45.7452,4.84151,18.29,25.064,744.4,2.01
Gare de Nouan-le-Fuzelier,47.53406,2.03327,Gare de Lamotte-Beuvron,47.59397,2.02259,6.14,6.717,199.5,0.54
Gare de Annemasse,46.19923,6.23639,Gare de Reignier,46.12562,6.26754,11.61,8.539,253.6,0.68
Gare de Reignier,46.12562,6.26754,Gare de La Roche-sur-Foron,46.06767,6.30374,7.22,7.03,208.8,0.56
Gare de Cluses (Hte-Savoie),46.06142,6.58268,Gare de Magland,46.01693,6.62153,6.5,5.791,172.0,0.46
Gare de Magland,46.01693,6.62153,Gare de Sallanches-Comb.Megève,45.93567,6.63647,6.33,9.119,270.8,0.73
Gare de Forbach,49.18949,6.90185,Gare de Bening,49.13808,6.82901,8.25,7.801,231.7,0.62
Gare de Cherbourg,49.6335,-1.62147,Gare de Valognes,49.50539,-1.48032,16.22,17.527,520.6,1.4
Gare de Valognes,49.50539,-1.48032,Gare de Carentan,49.3018,-1.2421,15.0,28.485,846.0,2.28
Gare de Carentan,49.3018,-1.2421,Gare de Lison,49.22705,-1.05028,11.11,16.23,482.0,1.3
Gare de Libourne,44.91588,-0.23637,Gare de St-Emilion,44.88129,-0.15924,6.47,7.198,213.8,0.58
Gare de St-Emilion,44.88129,-0.15924,Gare de Castillon,44.85716,-0.04066,6.79,9.733,289.1,0.78
Gare de Dax,43.72067,-1.05032,Gare de Morcenx,44.03367,-0.90848,20.15,36.654,1088.6,2.93
Gare de Biganos-Facture,44.63748,-0.96602,Gare de Ychoux,44.32925,-0.9462,16.71,34.347,1020.1,2.75
Gare de Génolhac,44.34802,3.95182,Gare de Villefort,44.43944,3.92332,12.65,10.426,309.7,0.83
Gare de Villefort,44.43944,3.92332,Gare de La Bastide-St-Laurent,44.59258,3.90385,18.94,17.117,508.4,1.37
Gare de Sélestat,48.25964,7.4421,Gare de Benfeld,48.3738,7.58437,10.05,16.505,490.2,1.32
Gare de Montbrison,45.60447,4.07822,Gare de Boën,45.74137,4.00501,17.81,16.268,483.2,1.3
Gare de Vic-le-Comte,45.6649,3.20703,Gare de Les Martres-de-Veyre,45.68817,3.1933,3.36,2.802,83.2,0.22
Gare de Le Cendre-Orcet,45.72382,3.18869,Gare de Sarliève-Cournon,45.7387,3.16805,2.55,2.306,68.5,0.18
Gare de Sarliève-Cournon,45.7387,3.16805,Gare de Clermont-la-Pardieu,45.76695,3.13421,3.59,4.099,121.7,0.33
Gare de Coutances,49.0428,-1.44127,Gare de St-Lô,49.11589,-1.10109,26.33,26.104,775.3,2.09
Gare de Coutances,49.0428,-1.44127,Gare de Granville,48.83884,-1.58678,30.38,25.073,744.7,2.01
Gare de Epfig,48.3636,7.45038,Gare de Dambach-la-Ville,48.32118,7.4355,4.7,4.849,144.0,0.39
Gare de Carnolès,43.76199,7.48144,Gare de Cap-Martin-Roquebrune,43.76072,7.45754,2.86,1.927,57.2,0.15
Gare de Cap-Martin-Roquebrune,43.76072,7.45754,Gare de Monaco-Monte-Carlo,43.73848,7.41967,4.32,3.925,116.6,0.31
Gare de Baziège,43.45355,1.62069,Gare de Escalquens,43.51704,1.54243,6.22,9.482,281.6,0.76
Gare de Escalquens,43.51704,1.54243,Gare de Labège-Innopole,43.54746,1.51296,3.5,4.138,122.9,0.33
Gare de Castelnaudary,43.31265,1.95099,Gare de Avignonet,43.36389,1.78777,9.8,14.393,427.5,1.15
Gare de Avignonet,43.36389,1.78777,Gare de Villefranche-Lauragais,43.39845,1.7145,5.1,7.067,209.9,0.57
Gare de Villefranche-Lauragais,43.39845,1.7145,Gare de Villenouvelle,43.43329,1.66088,5.22,5.817,172.8,0.47
Gare de Villenouvelle,43.43329,1.66088,Gare de Baziège,43.45355,1.62069,3.5,3.954,117.4,0.32
Gare de Bourg-St-Maurice,45.61852,6.77148,Gare de Landry,45.57421,6.73387,8.43,5.737,170.4,0.46
Gare de Landry,45.57421,6.73387,Gare de Aime-la-Plagne,45.55437,6.64888,7.95,6.982,207.4,0.56
Gare de Coutras,45.03665,-0.13143,Gare de St-Médard-de-Guizières,45.01552,-0.0489,5.26,6.906,205.1,0.55
Gare de St-Médard-de-Guizières,45.01552,-0.0489,Gare de St-Seurin-sur-l'Isle,45.01146,-0.0019,3.63,3.726,110.7,0.3
Gare de Mussidan,45.03437,0.35407,Gare de St-Astier,45.13901,0.52282,10.06,17.652,524.3,1.41
Gare de Grenoble,45.19146,5.71453,Gare de Grenoble U.-Gières,45.1849,5.78473,9.42,5.556,165.0,0.44
Rambervillers (11 Nov),48.33319,6.63667,Ramberv. Ancienne Gare,48.34063,6.63485,1.43,0.839,24.9,0.07
Perrusson,47.10118,1.01402,Loches-Agnès-Sorel,47.12533,0.99352,10.19,3.105,92.2,0.25
Surins-Carref-RN143,46.82916,1.56443,Villedieu-8-mai-1945,46.84746,1.53881,2.73,2.821,83.8,0.23
Gare de Montpellier-Saint-Roch,43.60583,3.88236,Gare de St-Aunès,43.63541,3.96311,6.35,7.293,216.6,0.58
Gare de St-Aunès,43.63541,3.96311,Gare de Baillargues,43.65312,4.00669,3.12,4.026,119.6,0.32
