point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Vallorbe-Cff,46.71223,6.37082,Les-Tavins,46.7415,6.37294,15.33,3.262,35.2,0.29
Les-Tavins,46.7415,6.37294,Jougne,46.76008,6.38878,3.33,2.395,25.9,0.22
Gare de Vallorbe-Cff,46.71223,6.37082,Jougne,46.76008,6.38878,15.0,5.5,59.4,0.49
Les Hôpitaux-Neufs,46.776,6.37132,St-Antoine,46.77562,6.3418,5.0,2.251,24.3,0.2
St-Antoine,46.77562,6.3418,Gare de Labergement-Ste-Marie,46.77315,6.28067,8.0,4.669,50.4,0.42
Gare de Labergement-Ste-Marie,46.77315,6.28067,Vaux-et-Chantegrue,46.81369,6.24877,8.0,5.126,55.4,0.46
Gare de Frasne,46.85745,6.15769,Gare de Labergement-Ste-Marie,46.77315,6.28067,30.0,13.26,143.2,1.19
Gare de Labergement-Ste-Marie,46.77315,6.28067,Gare de Vallorbe-Cff,46.71223,6.37082,30.0,9.658,104.3,0.87
Gare de St-Gilles-L (Haut-Rhin),48.07535,7.26056,Wihr-Soultz-D-417.,48.04668,7.20917,6.0,4.98,53.8,0.45
Wihr-Soultz-D-417.,48.04668,7.20917,Gare de Munster,48.03825,7.13284,9.0,5.758,62.2,0.52
Gare de St-Gilles-L (Haut-Rhin),48.07535,7.26056,Walbach-La-Forge Abri,48.05974,7.23307,3.0,2.684,29.0,0.24
Wihr-Soultz-D-417.,48.04668,7.20917,Turckheim-P.-République,48.08612,7.2789,8.0,6.796,73.4,0.61
Gare de Strasbourg,48.58517,7.73397,Hoerdt-(Mairie),48.69888,7.78471,20.0,13.197,142.5,1.19
Weyersheim-R-République,48.71781,7.80024,Gare de Bischwiller,48.76543,7.85119,10.0,6.488,70.1,0.58
Gare de Bischwiller,48.76543,7.85119,Kaltenhouse-Rue-Bischwi,48.79045,7.836,5.0,3.0,32.4,0.27
Kaltenhouse-Rue-Bischwi,48.79045,7.836,Gare de Haguenau,48.81343,7.78237,10.0,4.691,50.7,0.42
Gare de Strasbourg,48.58517,7.73397,Hoerdt-(M.De-Retraite),48.69201,7.78218,19.0,12.411,134.0,1.12
Hoerdt-(M.De-Retraite),48.69201,7.78218,Hoerdt-(Mairie),48.69888,7.78471,1.0,0.787,8.5,0.07
Weyersheim-R-République,48.71781,7.80024,Kurtzenhouse-(Mairie),48.73919,7.80673,4.0,2.427,26.2,0.22
Kurtzenhouse-(Mairie),48.73919,7.80673,Kurtzenhouse-(CMDP),48.74235,7.81244,1.0,0.547,5.9,0.05
Kurtzenhouse-(CMDP),48.74235,7.81244,Bischwiller-Eglise,48.7641,7.85977,6.0,4.234,45.7,0.38
Bischwiller-Eglise,48.7641,7.85977,Gare de Bischwiller,48.76543,7.85119,2.0,0.647,7.0,0.06
Gare de Bischwiller,48.76543,7.85119,Bischwiller-(Vestra).,48.77059,7.84787,1.0,0.624,6.7,0.06
Bischwiller-(Vestra).,48.77059,7.84787,Kaltenhouse-Rue-Bischwi,48.79045,7.836,4.0,2.376,25.7,0.21
Kaltenhouse-Rue-Bischwi,48.79045,7.836,Gare de Marienthal,48.78182,7.82339,2.0,1.334,14.4,0.12
Gare de Marienthal,48.78182,7.82339,Marienthal-(Basilique-N,48.78013,7.81647,1.0,0.541,5.8,0.05
Marienthal-(Basilique-N,48.78013,7.81647,Haguenau-(Statuette),48.80376,7.79842,5.0,2.945,31.8,0.27
Haguenau-(Statuette),48.80376,7.79842,Gare de Haguenau,48.81343,7.78237,6.0,1.595,17.2,0.14
Gare de Limoges-Bénédictins,45.83621,1.26745,Gare de St-Priest-Taurion,45.88715,1.40047,25.0,11.768,127.1,1.06
Gare de St-Priest-Taurion,45.88715,1.40047,Gare de Brignac,45.86405,1.44014,11.0,4.008,43.3,0.36
Gare de Brignac,45.86405,1.44014,Gare de St-Léonard-de-Noblat-S,45.83209,1.48173,13.0,4.802,51.9,0.43
Gare de St-Léonard-de-Noblat-S,45.83209,1.48173,Gare de St-Denis-des-Murs,45.78896,1.55136,11.0,7.228,78.1,0.65
Gare de St-Denis-des-Murs,45.78896,1.55136,Gare de Châteauneuf-Bujaleuf,45.75926,1.6452,18.0,8.001,86.4,0.72
Gare de Châteauneuf-Bujaleuf,45.75926,1.6452,Gare de Eymoutiers-Vassiviere,45.73972,1.74126,16.0,7.772,83.9,0.7
Gare de Eymoutiers-Vassiviere,45.73972,1.74126,Gare de Lacelle-Corrèze,45.64132,1.82641,17.0,12.799,138.2,1.15
Gare de Lacelle-Corrèze,45.64132,1.82641,Gare de Bugeat,45.60059,1.9245,13.0,8.881,95.9,0.8
Gare de Bugeat,45.60059,1.9245,Gare de Perols,45.58489,1.97781,8.0,4.505,48.7,0.41
Gare de Perols,45.58489,1.97781,Gare de Jassonneix,45.54352,2.13961,20.0,13.424,145.0,1.21
Gare de Jassonneix,45.54352,2.13961,Gare de Meymac,45.53024,2.16388,13.0,2.401,25.9,0.22
Gare de Meymac,45.53024,2.16388,Gare de Ussel,45.55733,2.31443,27.0,12.118,130.9,1.09
Gare de St-Léonard-de-Noblat-S,45.83209,1.48173,Gare de St-Priest-Taurion,45.88715,1.40047,22.0,8.789,94.9,0.79
Gare de Diemeringen,48.94104,7.18478,Gare de Oermingen,49.00105,7.13193,12.0,7.716,83.3,0.69
Gare de Oermingen,49.00105,7.13193,Gare de Sarreguemines,49.1075,7.06887,19.0,12.711,137.3,1.14
Gare de Wingen-sur-Moder,48.92006,7.38059,Col-De-Puberg,48.91702,7.31839,6.67,4.562,49.3,0.41
Frohmuhl- (Lavoir),48.9079,7.28114,Gare de Tieffenbach-Struth,48.90603,7.2553,3.67,1.902,20.5,0.17
Gare de Tieffenbach-Struth,48.90603,7.2553,Adamswiller Lot. forêt.,48.90563,7.20824,5.0,3.444,37.2,0.31
Adamswiller Lot. forêt.,48.90563,7.20824,Adamswiller-(Mairie).,48.90385,7.20117,1.0,0.554,6.0,0.05
Adamswiller-(Mairie).,48.90385,7.20117,Gare de Diemeringen,48.94104,7.18478,7.0,4.31,46.5,0.39
Gare de Rennes,48.10352,-1.67233,Gare de La Poterie,48.09206,-1.63079,10.5,3.341,36.1,0.3
Gare de La Poterie,48.09206,-1.63079,Gare de Vern,48.04683,-1.59656,12.0,5.642,60.9,0.51
Gare de Vern,48.04683,-1.59656,Gare de St-Armel,48.01428,-1.5948,10.0,3.626,39.2,0.33
Gare de St-Armel,48.01428,-1.5948,Gare de Corps-Nuds,47.98561,-1.57547,10.0,3.501,37.8,0.32
Gare de Corps-Nuds,47.98561,-1.57547,Gare de Janzé,47.95512,-1.49741,15.0,6.735,72.7,0.61
Gare de Veynes-Dévoluy,44.532,5.81583,Gare de Die,44.75821,5.36326,72.5,43.804,473.1,3.94
Gare de Embrun,44.56695,6.49673,Gare de Gap,44.56369,6.08568,38.5,32.602,352.1,2.93
Gare de Veynes-Dévoluy,44.532,5.81583,Gare de Paris-Austerlitz,48.84165,2.36604,534.0,547.166,5909.4,49.24
Gare de Lavaur,43.70339,1.81303,Gare de St-Sulpice (Tarn),43.77541,1.68104,14.0,13.303,143.7,1.2
Gare de St-Sulpice (Tarn),43.77541,1.68104,Montastruc-Conseill-N88,43.72296,1.58677,12.67,9.568,103.3,0.86
Montastruc-Conseill-N88,43.72296,1.58677,Gare de Toulouse-Matabiau,43.61146,1.45356,23.67,16.405,177.2,1.48
Gare de Lavaur,43.70339,1.81303,Gare de Toulouse-Matabiau,43.61146,1.45356,39.5,30.706,331.6,2.76
Gare de Moulins-sur-Allier,46.56136,3.33876,Gare de Varennes-sur-Allier,46.31544,3.39416,33.0,27.703,299.2,2.49
Gare de Pont-St-Vincent,48.60247,6.10296,Gare de Neuves-Maisons,48.6148,6.10779,5.0,1.418,15.3,0.13
Gare de Neuves-Maisons,48.6148,6.10779,Gare de Messein,48.61282,6.13806,5.0,2.239,24.2,0.2
Gare de Messein,48.61282,6.13806,Gare de Ludres,48.622,6.17089,10.0,2.623,28.3,0.24
Gare de Ludres,48.622,6.17089,Gare de Houdemont,48.64555,6.17968,10.0,2.7,29.2,0.24
Gare de Houdemont,48.64555,6.17968,Gare de Jarville-la-Malgrange,48.66995,6.20221,10.0,3.181,34.4,0.29
Gare de Jarville-la-Malgrange,48.66995,6.20221,Gare de Nancy-Ville,48.68978,6.17427,20.0,3.015,32.6,0.27
Biffontaine Mairie,48.21131,6.80547,Laveline-d-Bruy. Mairie,48.18418,6.75754,13.0,4.666,50.4,0.42
Gare de Troyes,48.29607,4.06528,Gare de Vendeuvre (Aube),48.24034,4.46719,43.33,30.42,328.5,2.74
Gare de Vendeuvre (Aube),48.24034,4.46719,Gare de Bar-sur-Aube,48.23855,4.70684,20.0,17.769,191.9,1.6
Gare de Bar-sur-Aube,48.23855,4.70684,Gare de Chaumont,48.10945,5.13445,40.0,34.845,376.3,3.14
Gare de Clisson,47.08599,-1.28636,Gare de Nantes,47.2175,-1.54193,40.0,24.262,262.0,2.18
Gare de Hagondange,49.25381,6.1644,Gare de Gandrange-Amnéville,49.26089,6.13579,6.67,2.223,24.0,0.2
Gare de Gandrange-Amnéville,49.26089,6.13579,Gare de Rombas-Clouange,49.25604,6.09925,5.0,2.709,29.3,0.24
Gare de Homécourt,49.21836,5.99952,Gare de Auboué,49.21615,5.97105,5.0,2.085,22.5,0.19
Gare de Auboué,49.21615,5.97105,Gare de Valleroy-Moineville,49.20574,5.93593,8.67,2.805,30.3,0.25
Gare de Valleroy-Moineville,49.20574,5.93593,Gare de Hatrize,49.19394,5.9075,5.33,2.45,26.5,0.22
Ecully TCL Vaudoin,45.76414,4.78206,Tassin-le-Baraillon,45.7645,4.75862,4.0,1.821,19.7,0.16
Tassin-le-Baraillon,45.7645,4.75862,Gare de Le Méridien,45.76883,4.7483,2.0,0.935,10.1,0.08
Gare de Le Méridien,45.76883,4.7483,Gare de Charbonnières-les-Bains,45.78216,4.73586,2.5,1.771,19.1,0.16
Gare de Charbonnières-les-Bains,45.78216,4.73586,Gare de Casino-Lacroix-Laval,45.78783,4.73089,2.0,0.74,8.0,0.07
Gare de Casino-Lacroix-Laval,45.78783,4.73089,Tour-de-Salvagny-Hyppo,45.80635,4.71965,4.0,2.239,24.2,0.2
Tour-de-Salvagny-Hyppo,45.80635,4.71965,La Tour-de-Salvagny Ctr,45.81463,4.71724,2.0,0.94,10.2,0.08
La Tour-de-Salvagny Ctr,45.81463,4.71724,Gare de Lentilly-Charpenay,45.81646,4.68129,7.0,2.797,30.2,0.25
Gare de Lentilly-Charpenay,45.81646,4.68129,Gare de Lentilly,45.82168,4.66702,3.5,1.25,13.5,0.11
Gare de Lentilly,45.82168,4.66702,Fleurieux-RN7,45.84092,4.65401,4.0,2.368,25.6,0.21
Fleurieux-RN7,45.84092,4.65401,Gare de L'Arbresle,45.83325,4.61824,6.0,2.903,31.4,0.26
Gare de L'Arbresle,45.83325,4.61824,Gare de Sain-Bel,45.81106,4.60125,6.5,2.8,30.2,0.25
Gare de Lyon-Gorge-de-Loup,45.76608,4.80473,Lyon-St-Paul-la-Feuilée,45.76634,4.82939,10.0,1.915,20.7,0.17
Gare de Aulnoye Aymeries,50.19733,3.84324,Gare de St Quentin,49.84002,3.29693,88.0,55.757,602.2,5.02
Gare de Aulnoye Aymeries,50.19733,3.84324,Gare de Hachette,50.15817,3.74313,19.33,8.363,90.3,0.75
Gare de Hachette,50.15817,3.74313,Gare de Landrecies,50.12813,3.68216,15.0,5.486,59.2,0.49
Gare de Landrecies,50.12813,3.68216,Gare de Ors,50.10339,3.62691,13.33,4.81,51.9,0.43
Gare de Ors,50.10339,3.62691,Gare de Le Cateau,50.09146,3.54002,13.67,6.345,68.5,0.57
Brion-Laizy,46.90856,4.2072,Autun,46.95468,4.29303,14.5,8.302,89.7,0.75
Gare de Nancy-Ville,48.68978,6.17427,Gare de Commercy,48.76587,5.58888,50.0,43.811,473.2,3.94
Gare de Nancy-Ville,48.68978,6.17427,Gare de Frouard,48.75552,6.14425,18.0,7.643,82.5,0.69
Gare de Frouard,48.75552,6.14425,Gare de Liverdun,48.7494,6.06164,12.0,6.101,65.9,0.55
Gare de Liverdun,48.7494,6.06164,Gare de Fontenoy-sur-Moselle,48.71145,5.98014,15.0,7.325,79.1,0.66
Gare de Fontenoy-sur-Moselle,48.71145,5.98014,Gare de Toul,48.67904,5.88058,20.0,8.157,88.1,0.73
Gare de La Roche-sur-Foron,46.06767,6.30374,Gare de Aix-les-Bains-le-Revard,45.68786,5.90935,68.33,52.17,563.4,4.7
Gare de Cluses (Hte-Savoie),46.06142,6.58268,Gare de Annecy,45.90206,6.12182,60.0,39.819,430.0,3.58
Gare de Cluses (Hte-Savoie),46.06142,6.58268,Le-Bourget-du-Lac-STAC,45.64449,5.86875,85.0,72.235,780.1,6.5
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Chamberry-Jacob,45.55779,5.91027,20.0,1.651,17.8,0.15
Gare de La Roche-sur-Foron,46.06767,6.30374,Gare de Annecy,45.90206,6.12182,33.25,23.192,250.5,2.09
Le-Bourget-du-Lac-STAC,45.64449,5.86875,Gare de Bonneville,46.07771,6.41648,85.0,64.253,693.9,5.78
Lus-La-Croix-Haute-1075,44.6721,5.69805,Gare de Clelles-Mens,44.82725,5.60501,25.67,18.772,202.7,1.69
Monestier-Centre,44.91628,5.63448,Grenoble-Gare-Routière,45.19267,5.71436,57.0,31.402,339.1,2.83
Gare de Nîmes,43.83229,4.36584,Gare de Alès,44.12813,4.08478,50.0,39.892,430.8,3.59
Gare de Marseille-St-Charles,43.30273,5.38065,Gare de Septèmes,43.40311,5.37013,30.0,11.206,121.0,1.01
Gare de Septèmes,43.40311,5.37013,Gare de Simiane,43.43472,5.42601,10.0,5.727,61.9,0.52
Gare de Montluçon-Ville,46.33787,2.59641,Gare de Clermont-Ferrand,45.77857,3.10052,90.0,73.434,793.1,6.61
Laon-Gare-Routière-Poma,49.56973,3.62583,Gare de Voyenne,49.72613,3.72006,30.0,18.688,201.8,1.68
Gare de Hirson,49.91458,4.08429,Gare de Hirson-Ecoles,49.92966,4.08538,5.0,1.68,18.1,0.15
Gare de Bressuire,46.83717,-0.49649,Noirterre,46.86956,-0.39617,14.0,8.445,91.2,0.76
Noirterre,46.86956,-0.39617,Ste Gemme,46.90166,-0.28778,10.0,8.987,97.1,0.81
Ste Gemme,46.90166,-0.28778,Gare de Thouars,46.98525,-0.21051,15.0,11.003,118.8,0.99
Gare de La Roche-sur-Yon,46.67202,-1.43568,Gare de Chantonnay,46.69012,-1.05436,35.5,29.191,315.3,2.63
Gare de Chantonnay,46.69012,-1.05436,Pouzauges (centre),46.78027,-0.83945,24.0,19.223,207.6,1.73
Pouzauges (centre),46.78027,-0.83945,St-Mesmin-le-Vieux,46.79041,-0.73219,9.0,8.253,89.1,0.74
St-Mesmin-le-Vieux,46.79041,-0.73219,Gare de Cerizay,46.81731,-0.66749,8.5,5.768,62.3,0.52
Gare de Cerizay,46.81731,-0.66749,Gare de Bressuire,46.83717,-0.49649,17.5,13.21,142.7,1.19
Gare de L'Aigle,48.76668,0.62073,Gare de Verneuil-sur-Avre,48.74273,0.9292,30.0,22.795,246.2,2.05
Gare de Verneuil-sur-Avre,48.74273,0.9292,Gare de Dreux,48.73148,1.37017,48.0,32.398,349.9,2.92
Gare de L'Aigle,48.76668,0.62073,Aube-Centre RN 26,48.73944,0.54555,11.0,6.296,68.0,0.57
Aube-Centre RN 26,48.73944,0.54555,Gare de Ste-Gauburge,48.71726,0.42811,12.0,8.97,96.9,0.81
Gare de Ste-Gauburge,48.71726,0.42811,Le Merlerault-Centre,48.70027,0.28388,10.0,10.762,116.2,0.97
Le Merlerault-Centre,48.70027,0.28388,Nonant-Centre,48.705,0.2236,5.0,4.46,48.2,0.4
Nonant-Centre,48.705,0.2236,Gare de Surdon,48.6649,0.13413,20.0,7.947,85.8,0.72
Gare de Surdon,48.6649,0.13413,Gare de Sées,48.60016,0.16611,9.5,7.581,81.9,0.68
Gare de Sées,48.60016,0.16611,Gare de Alençon,48.4338,0.09905,23.5,19.168,207.0,1.73
Gare de Marvejols,44.54462,3.28105,Gare de Aumont-Aubrac,44.71814,3.28342,20.0,19.317,208.6,1.74
Gare de Marvejols,44.54462,3.28105,Marvejols Place Chayla,44.55518,3.29094,3.5,1.413,15.3,0.13
Gare de Le Monastier,44.509,3.2522,Chirac-Ville,44.52286,3.26737,4.0,1.957,21.1,0.18
Le-Monastier-Ville,44.51564,3.25537,Les-Salelles-RN88,44.48343,3.27963,10.0,4.07,44.0,0.37
Gare de Etaples Le Touquet,50.51672,1.6425,Gare de Dannes Camiers,50.57585,1.61473,14.0,6.869,74.2,0.62
Gare de Dannes Camiers,50.57585,1.61473,Gare de Neufchâtel-Hardelot-Pge,50.62363,1.64337,13.0,5.691,61.5,0.51
Gare de Neufchâtel-Hardelot-Pge,50.62363,1.64337,Gare de Hesdigneul,50.66089,1.66735,12.0,4.48,48.4,0.4
Gare de Hesdigneul,50.66089,1.66735,Gare de Boulogne Ville,50.71559,1.60981,19.0,7.317,79.0,0.66
Gare de Etaples Le Touquet,50.51672,1.6425,Gare de Neufchâtel-Hardelot-Pge,50.62363,1.64337,25.0,11.901,128.5,1.07
Gare de Neufchâtel-Hardelot-Pge,50.62363,1.64337,Gare de Boulogne Ville,50.71559,1.60981,29.0,10.507,113.5,0.95
Gare de St-Amand-Montrond-Orval,46.72652,2.48606,Bruere-Allichamp-Mairie,46.7684,2.43318,12.0,6.165,66.6,0.55
Gare de Bourges,47.09409,2.39423,Gare de Châteauneuf-sur-Cher,46.85669,2.31021,43.5,27.186,293.6,2.45
Gare de Châteauneuf-sur-Cher,46.85669,2.31021,Bruere-Allichamp-Mairie,46.7684,2.43318,25.0,13.578,146.6,1.22
Gare de Troyes,48.29607,4.06528,Auxon-Route-Nationale,48.10916,3.91554,30.0,23.587,254.7,2.12
Auxon-Route-Nationale,48.10916,3.91554,Gare de St-Florentin-Vergigny,47.98041,3.73095,23.0,19.853,214.4,1.79
Troyes-Lombards,48.27805,4.06582,Rosières,48.25667,4.06471,6.0,2.381,25.7,0.21
Rosières,48.25667,4.06471,St-Léger,48.23528,4.07889,3.0,2.603,28.1,0.23
St-Léger,48.23528,4.07889,Moussey,48.21444,4.09444,5.0,2.591,28.0,0.23
Moussey,48.21444,4.09444,Roncenay,48.1911,4.06527,7.0,3.381,36.5,0.3
Roncenay,48.1911,4.06527,St Jean Bonneval (Egl.),48.17166,4.04888,4.0,2.483,26.8,0.22
Villery,48.1711,4.01861,Le Cheminot,48.1475,4.01027,3.0,2.699,29.1,0.24
Le Cheminot,48.1475,4.01027,Auxon Eglise,48.10305,3.91833,9.67,8.435,91.1,0.76
Gare de St-Florentin-Vergigny,47.98041,3.73095,Ervy-le-Châtel-Halle,48.04176,3.9113,20.0,15.067,162.7,1.36
Moussey,48.21444,4.09444,Rosières,48.25667,4.06471,8.0,5.192,56.1,0.47
Troyes-Lombards,48.27805,4.06582,Gare de Troyes,48.29607,4.06528,10.0,2.006,21.7,0.18
Gare de Bohain,49.98848,3.4432,Gare de St Quentin,49.84002,3.29693,33.0,19.571,211.4,1.76
Gare de Miramas,43.58074,4.9996,Gare de Salon,43.63906,5.0886,20.0,9.675,104.5,0.87
Gare de Salon,43.63906,5.0886,Gare de Lamanon,43.69999,5.0913,15.0,6.786,73.3,0.61
Gare de Lamanon,43.69999,5.0913,Gare de Sénas,43.74097,5.07334,10.0,4.785,51.7,0.43
Gare de Sénas,43.74097,5.07334,Gare de Orgon,43.78591,5.04569,10.0,5.474,59.1,0.49
Gare de Orgon,43.78591,5.04569,Gare de Cavaillon,43.83452,5.04365,15.0,5.414,58.5,0.49
Gare de Cavaillon,43.83452,5.04365,Gare de L'Isle-s-Sorgue - Font,43.91734,5.0476,20.0,9.225,99.6,0.83
Gare de L'Isle-s-Sorgue - Font,43.91734,5.0476,Gare de Le Thor,43.92653,4.99628,10.0,4.24,45.8,0.38
Gare de Le Thor,43.92653,4.99628,Gare de Gadagne,43.92968,4.95683,10.0,3.182,34.4,0.29
Gare de Gadagne,43.92968,4.95683,Gare de St-Saturnin-d'Avignon,43.95318,4.93529,5.0,3.134,33.8,0.28
Gare de St-Saturnin-d'Avignon,43.95318,4.93529,Gare de Morières-lès-Avignon,43.94146,4.9082,10.0,2.533,27.4,0.23
Gare de Morières-lès-Avignon,43.94146,4.9082,Gare de Montfavet,43.93263,4.87397,10.0,2.915,31.5,0.26
Gare de Montfavet,43.93263,4.87397,Gare de Avignon-Centre,43.94188,4.80526,20.0,5.603,60.5,0.5
Gare de Avignon-Centre,43.94188,4.80526,Gare de Avignon-TGV,43.92196,4.78615,17.5,2.695,29.1,0.24
Pompadour,45.39522,1.38708,Lubersac,45.44455,1.38898,12.0,5.493,59.3,0.49
Lubersac,45.44455,1.38898,Coussac-Bonneval,45.50773,1.311,19.5,9.301,100.5,0.84
Coussac-Bonneval,45.50773,1.311,Gare de St-Yrieix-la-Perche,45.51924,1.2055,16.0,8.329,90.0,0.75
Gare de Objat,45.26474,1.40688,Vignols-St-Solve,45.31309,1.39774,10.5,5.43,58.6,0.49
Vignols-St-Solve,45.31309,1.39774,Pompadour,45.39522,1.38708,20.5,9.18,99.1,0.83
Gare de St-Flour-Chaudes-Aigues,45.03484,3.10617,Gare de Arvant,45.36538,3.31049,40.0,40.133,433.4,3.61
Gare de St-Chély-d'Apcher,44.8017,3.27074,St-Flour-les-Allées,45.03294,3.08837,35.0,29.483,318.4,2.65
Gare de St-Flour-Chaudes-Aigues,45.03484,3.10617,Gare de Clermont-Ferrand,45.77857,3.10052,85.0,82.791,894.1,7.45
Roueyre,45.04874,3.08092,St-Flour-les-Allées,45.03294,3.08837,6.0,1.854,20.0,0.17
St-Pierre-de-Chandieu-R,45.64763,5.01182,Gare de St-Priest,45.68665,4.93431,19.0,7.431,80.3,0.67
Gare de Hazebrouck,50.72504,2.54153,Gare de Bailleul (Nord),50.72912,2.7345,24.0,13.605,146.9,1.22
Gare de Bailleul (Nord),50.72912,2.7345,Gare de Armentières,50.68077,2.87751,20.33,11.429,123.4,1.03
Gare de Armentières,50.68077,2.87751,Gare de Lille Flandres,50.6362,3.07102,32.0,14.529,156.9,1.31
Gare de Savy-Berlette,50.35381,2.55782,Gare de Aubigny en Artois,50.35292,2.59255,9.0,2.469,26.7,0.22
Gare de Aubigny en Artois,50.35292,2.59255,Gare de Frévin Capelle,50.34723,2.63319,10.0,2.955,31.9,0.27
Gare de Frévin Capelle,50.34723,2.63319,Gare de Maroeuil,50.3224,2.69843,10.0,5.397,58.3,0.49
Gare de Tincques,50.35701,2.49797,Gare de Aubigny en Artois,50.35292,2.59255,13.0,6.733,72.7,0.61
Gare de Savy-Berlette,50.35381,2.55782,Gare de Maroeuil,50.3224,2.69843,10.0,10.584,114.3,0.95
Gare de St Pol sur Ternoise,50.37914,2.33898,Gare de Aubigny en Artois,50.35292,2.59255,24.0,18.24,197.0,1.64
Gare de St Pol sur Ternoise,50.37914,2.33898,Gare de Arras,50.28682,2.78113,43.0,33.056,357.0,2.98
Gare de Cambrai Ville,50.17661,3.24122,Gare de Iwuy,50.22568,3.32987,17.0,8.351,90.2,0.75
Gare de Iwuy,50.22568,3.32987,Gare de Bouchain,50.27806,3.33168,13.0,5.832,63.0,0.52
Gare de Bouchain,50.27806,3.33168,Gare de Lourches,50.3102,3.34321,11.0,3.67,39.6,0.33
Gare de Lourches,50.3102,3.34321,Gare de Denain,50.33448,3.38868,12.0,4.213,45.5,0.38
Gare de Denain,50.33448,3.38868,Gare de Prouvy Thiant,50.31665,3.46142,18.0,5.537,59.8,0.5
Gare de Prouvy Thiant,50.31665,3.46142,Gare de Trith St Léger,50.33161,3.48944,7.0,2.596,28.0,0.23
Gare de Trith St Léger,50.33161,3.48944,Gare de Valenciennes,50.36318,3.51713,17.0,4.027,43.5,0.36
Gare de Cambrai Ville,50.17661,3.24122,Gare de Bouchain,50.27806,3.33168,25.0,13.001,140.4,1.17
Gare de Bouchain,50.27806,3.33168,Gare de Valenciennes,50.36318,3.51713,36.0,16.233,175.3,1.46
Bussang (Gare SNCF),47.88418,6.85472,St-Maurice/M. (Mairie),47.85916,6.82553,5.0,3.537,38.2,0.32
St-Maurice/M. (Mairie),47.85916,6.82553,St-Maurice-sur-Moselle,47.85479,6.81874,2.0,0.703,7.6,0.06
St-Maurice-sur-Moselle,47.85479,6.81874,Fresse (La Hardoye),47.86903,6.79483,3.0,2.388,25.8,0.21
Fresse (La Hardoye),47.86903,6.79483,Fresse-Centre,47.87574,6.78266,2.0,1.176,12.7,0.11
Fresse-Centre,47.87574,6.78266,Le-Thillot-République,47.87834,6.76696,4.0,1.207,13.0,0.11
Le-Thillot-République,47.87834,6.76696,Le Thillot Rue Verdun,47.88207,6.76091,4.0,0.614,6.6,0.06
Le Thillot Rue Verdun,47.88207,6.76091,Ramonchamp,47.89217,6.73954,4.0,1.952,21.1,0.18
Ramonchamp,47.89217,6.73954,Remanvillers,47.90003,6.72783,2.0,1.237,13.4,0.11
Remanvillers,47.90003,6.72783,Ferdrupt,47.90773,6.70754,2.0,1.74,18.8,0.16
Ferdrupt,47.90773,6.70754,Rupt/Moselle (Saulx),47.90989,6.68912,3.0,1.395,15.1,0.13
Rupt/Moselle (Saulx),47.90989,6.68912,Rupt/Moselle-La-Roche,47.91575,6.66675,2.0,1.792,19.4,0.16
Rupt/Moselle-La-Roche,47.91575,6.66675,Rupt-sur-Moselle,47.92397,6.65996,3.0,1.046,11.3,0.09
Rupt-sur-Moselle,47.92397,6.65996,Rupt/Moselle Pont Rupt,47.93452,6.65112,1.0,1.347,14.5,0.12
Rupt/Moselle Pont Rupt,47.93452,6.65112,Maxonchamp,47.94568,6.63544,3.0,1.706,18.4,0.15
Maxonchamp,47.94568,6.63544,Hielle (Lépange),47.95384,6.62608,2.0,1.145,12.4,0.1
Hielle (Lépange),47.95384,6.62608,Hielle (Rupt),47.96376,6.63421,2.0,1.26,13.6,0.11
Hielle (Rupt),47.96376,6.63421,Vecoux,47.97873,6.63633,2.0,1.674,18.1,0.15
Vecoux,47.97873,6.63633,Remiremont (Cora),48.00458,6.61266,5.0,3.375,36.5,0.3
Remiremont (Cora),48.00458,6.61266,Gare de Remiremont,48.01637,6.59904,3.5,1.659,17.9,0.15
Gare de Romilly-sur-Seine,48.51417,3.72833,Romilly-S/S SNCF,48.51388,3.72999,1.5,0.127,1.4,0.01
Romilly-S/S SNCF,48.51388,3.72999,Romilly-S/S Hôpital,48.51582,3.71555,2.5,1.086,11.7,0.1
Romilly-S/S Hôpital,48.51582,3.71555,St-Hilaire-sous-Romilly,48.51583,3.65611,4.5,4.383,47.3,0.39
St-Hilaire-sous-Romilly,48.51583,3.65611,Crancey RN,48.51444,3.63944,2.0,1.239,13.4,0.11
Crancey RN,48.51444,3.63944,Pont-S/S Fleming,48.51305,3.59888,4.0,2.995,32.3,0.27
Pont-S/S Fleming,48.51305,3.59888,Pont-sur-Seine S.Martin,48.51666,3.59722,2.0,0.42,4.5,0.04
Pont-sur-Seine S.Martin,48.51666,3.59722,Marnay-sur-Seine,48.50942,3.56135,6.0,2.765,29.9,0.25
Marnay-sur-Seine,48.50942,3.56135,Nogent-S/S De Gaulle,48.49222,3.50944,6.5,4.281,46.2,0.39
Nogent-S/S De Gaulle,48.49222,3.50944,Nogent-sur-Seine-Théât.,48.49249,3.50222,2.0,0.533,5.8,0.05
Nogent-sur-Seine-Théât.,48.49249,3.50222,Gare de Nogent-sur-Seine,48.49784,3.49371,4.0,0.865,9.3,0.08
